"Search Parameters"	"Year"	"Mo"	"Dy"	"Hr"	"Mn"	"Sec"	"Tsunami Event Validity"	"Tsunami Cause Code"	"Tsu Src"	"Earthquake Magnitude"	"Vol"	"More Info"	"Doubtful Runup"	"Country"	"Area"	"Location Name"	"Latitude"	"Longitude"	"Distance From Source (km)"	"Initial Wave Arrival Day"	"Initial Wave Arrival Hour"	"Initial Wave Arrival Minute"	"Travel Hours"	"Travel Minutes"	"Max Wave Arrival Day"	"Max Wave Arrival Hour"	"Max Wave Arrival Minute"	"Maximum Water Height (m)"	"Max Inundation Distance (m)"	"Measurement Type"	"Period"	"First Motion"	"Deaths"	"Death Description"	"Missing"	"Missing Description"	"Injuries"	"Injuries Description"	"Damage $Mil"	"Damage Description"	"Houses Destroyed"	"Houses Destroyed Description"	"Houses Damaged"	"Houses Damaged Description"
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"THAILAND"		"KHAO LAK"	8.272	98.28	610.348									4.3		5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"THAILAND"		"KAMALA BEACH, PHUKET"	7.95	98.28	578.622									5.4		5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDONESIA"	"ACEH"	"WEST BANDA ACEH, SUMATRA"	5.558	95.235	257.264									20		5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"ANTARCTICA"		"DUMONT D'URVILLE STATION (FRANCE)"	-66.63	140.01	8508.798	26	13	48	12	49				0.16		2		"R"												
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDONESIA"	"ACEH"	"LHOK NGA, NW. COAST OF SUMATRA"	5.456	95.246	246.077									35.7		5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDONESIA"	"NORTH SUMATRA"	"BELAWAN, SUMATRA"	3.78	98.72	322.54	26	4	24	3	25				0.47		2		"F"												
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"MALDIVES"		"NORTH MALE ATOLL, MALE IS."	4.172	73.502	2484.65									2.4	30	4														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"MALDIVES"		"NORTH MALE ATOLL, MALE IS."	4.174	73.518	2482.88									2.2	20	4														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"MALDIVES"		"SOUTH MALE ATOLL, ENBOODHOO FINOLHU"	4.103	73.525	2481.92									1.7	50	4														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"MALDIVES"		"SOUTH MALE ATOLL, ENBOODHOO FINOLHU"	4.103	73.525	2481.92									2.8	0	4														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"MALDIVES"		"LAAMU ATOLL, GAN IS."	1.932	73.552	2484.685									2.9	30	4														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"MALDIVES"		"NORTH MALE ATOLL, HURAA IS."	4.334	73.601	2474.171									2.2		4														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"MYANMAR (BURMA)"		"MAUNGMAGAN BEACH"	14.144	98.091	1222.566									1.8		5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"MYANMAR (BURMA)"		"THABAWSEIK-KYAUKSENT VILLAGE"	14.106	98.098	1218.607									1.6		5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"MYANMAR (BURMA)"		"PAHTAW VILLAGE"	12.449	98.587	1053.993									2.2		5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"MYANMAR (BURMA)"		"KAPYET THAUNG VILLAGE"	15.806	94.739	1386.897									2		5			17	1						1	130	1		
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"MYANMAR (BURMA)"		"AUNG HLAING VILLAGE"	15.772	94.984	1381.038									1.5		5													55	2
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"SRI LANKA"		"HAMBANTOTA HARBOR"	6.124	81.127	1662.931									10.87		5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDONESIA"	"ACEH"	"SIMEULUE ISLAND"	2.575	96.269	94.034									0.3	10	4														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDONESIA"	"ACEH"	"SKONEDA, MEULABOH, SUMATRA"	4.209	96.04	100.885									15		4														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"SRI LANKA"		"BERAWALA"	6.486	79.983	1794.635									6		4														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"SRI LANKA"		"HAMBANTOTA"	6.125	81.126	1663.059									11		4														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"THAILAND"		"BAN MA KAP"	8.923	98.258	674.708									6	148	4														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"THAILAND"		"BAN NAM KIM"	8.86	98.275	669.068									4.1	0	4														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"THAILAND"		"BAN PAK NAM"	9.951	98.596	793.878									2.02		4														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"THAILAND"		"KA YU HARBOR (BAN LA ONG)"	9.781	98.554	774.755									2		5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"SRI LANKA"		"ADDACACHCHENA"	7.25	81.864	1610.322									5	100	4														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"SRI LANKA"		"CHINA BAY FERRY"	8.512	81.191	1721.743									3.3		4														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"SRI LANKA"		"TRINCOMALEE"	8.576	81.237	1719.224									3.4	30	4														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.647	95.414	262.349									8.2		5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDIA"	"TAMIL NADU"	"COVELONG BEACH (NORTH)"	12.79416667	80.25055556	2012.36										75	5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDIA"	"TAMIL NADU"	"WEST OF TIRUPPORUR"	12.7475	80.24333333	2010.457										100	5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDIA"	"TAMIL NADU"	"PUMANKUPPAM"	11.87527778	79.8475	2002.367										75	5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDIA"	"TAMIL NADU"	"PULICAT  LAKE LIGHT HOUSE"	13.41972222	80.32888889	2040.669									2.9	100	5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDIA"	"TAMIL NADU"	"THAZHANGUDA ( CUDDALORE)"	11.76138889	79.79111111	2002.186									3.66	1000	5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDIA"	"TAMIL NADU"	"N AGAPPATTINAM PORT"	10.75777778	79.84722222	1949.4									4.59	500	5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDIA"	"TAMIL NADU"	"ALAMPARAI"	12.27111111	80.01944444	2006.078									4.75	100	5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDIA"	"TAMIL NADU"	"ARUKKATUTHURAI (TOPPUTURAI)"	10.39388889	79.86944444	1931.248									6	700	5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDIA"	"TAMIL NADU"	"CUDDALORE"	11.76166667	79.79055556	2002.254									9.08	1000	5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDIA"	"TAMIL NADU"	"ANNAN KOVIL"	11.50416667	79.77027778	1991.674									11.12	400	5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"IRAN"		"GESHMI"	25.56922	58.70397	4672.105									2.59	62	5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDIA"	"KERALA"	"EDAVANAKAD (COCHIN)"	10.07555556	76.19555556	2297.124									4.5		4														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"SEYCHELLES"		"ANSE POSSESSION, PRASLIN ISLAND"	-4.31211667	55.72685	4542.452									3	65	5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"SEYCHELLES"		"BAIE STE ANNE, PRASLIN ISLAND"	-4.34166667	55.76666667	4538.673									1.8		5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDIA"	"ANDAMAN AND NICOBAR"	"WANDOOR JETTY, PORT BLAIR"	11.58166667	92.61475	981.465									2.7	36.7	5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDIA"	"ANDAMAN AND NICOBAR"	"NILAMPURI JETTY, BARATON"	12.16502778	92.76169444	1036.3									2.9	20	5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDIA"	"ANDAMAN AND NICOBAR"	"BRAK WATER JETTY, LITTLE ANDAMAN"	10.58166667	92.5605	882.004									13.9	135.5	5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"SEYCHELLES"		"POINTE AU SEL, MAHE ISLAND"	-4.73123333	55.52486667	4572.777									2.8	35	5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"SEYCHELLES"		"ANSE ROYALE SOUTH, MAHE ISLAND"	-4.752	55.51541667	4574.226									4.4	100	5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"AUSTRALIA"		"BURNIE, TASMANIA"	-41.0501	145.915	7058.374	26	20	46	19	47	27	10	24	0.17		2														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"AUSTRALIA"		"LORD HOWE I."	-31.517	159.067	7705.752						27	9	45	0.19		2														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"MALAYSIA"		"TANJUNG DAWAI"	5.66666667	100.35	562.583									0.39	75.32	5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"CHILE"	"ISLA DE PASCUA"	"EASTER ISLAND"	-27.15	-109.45	16250.127	27	1	0	24	1	27	12	2	0.2		2														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"CHILE"	"VALPARAISO"	"JUAN FERNANDEZ ISLANDS"	-33.63602	-78.82988	16602.891	27	0	47	23	48	27	16	4	0.04		2														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"BRAZIL"		"RIO DE JANEIRO"	-22.933333	-43.133333	15108.224	26	23	20	22	21	27	7	0	0.22		2														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"AUSTRALIA"		"CAPE LAMBERT"	-20.583333	117.166667	3522.03	26	7	55	6	56	26	15	50	0.37		2														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"MALAYSIA"		"KUALA KURAU"	5	100.4166667	539.71									1.93		5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"REUNION (FRENCH TERRITORY)"		"SAINT-GILLES"	-21.0531	55.2238	5185.913									1		4														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"REUNION (FRENCH TERRITORY)"		"SAINTE-ROSE"	-21.1253	55.7878	5137.162									2		4														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"YEMEN"		"QALANSIYAH"	12.68991	53.48402	4777.094									2.42	15.9	5			1	1										
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"SRI LANKA"		"IBRAL NAGAR NALALEVI"	8.660616	81.21794	1724.259									4.65		4														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"SRI LANKA"		"HAMBANTOTA"	6.12845	81.12752	1662.96									11		5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDONESIA"	"ACEH"	"ULEELHEULE, SUMATRA"	5.5558	95.2843	255.622									9	4000	4										3				
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"UK TERRITORY"		"DIEGO GARCIA, CHAGOS ISLANDS"	-7.283	72.4	2857.048	26	4	45	3	46				0.45		2		"R"												
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"MALDIVES"		"VILUFUSHI, THAA"	2.5033	73.30868	2508.067									3.29	139	4														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"MALDIVES"		"VILUFUSHI, THAA"	2.50399	73.3094	2507.983									3.74	13	4														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"MALDIVES"		"KOLHUFUSHI, MEEMU"	2.77297	73.42533	2493.916									2.83	30	4														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"MALDIVES"		"KOLHUFUSHI, MEEMU"	2.77385	73.42442	2494.014									2.87	192	4														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"MALDIVES"		"KANDHOLHUDHOO, RAA"	5.61775	72.8558	2564.805									2.42	64	4														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"MALDIVES"		"EMBUDHU FINOTHU, S. MALE"	4.1801	73.52455	2482.17									1.83		4														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"MALDIVES"		"FONADHOO, LAAMU"	1.8324	73.50333	2490.878									3.12	130	4														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"MALDIVES"		"HURAAN. MALE"	4.24918	73.53676	2481.018									3.34		4														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDIA"	"ANDHRA PRADESH"	"PALIPAN-KOTTAPATNAM"	15.43305	80.17366667	2179.535									3.22		5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDIA"	"TAMIL NADU"	"KOVALAM"	12.78338333	80.25075	2011.744									5.43		5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDIA"	"TAMIL NADU"	"DEVANAANPATTINAM"	11.74646667	79.78975	2001.581									2.95		5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDIA"	"TAMIL NADU"	"DEVANAANPATTINAM"	11.74215	79.78208333	2002.116										340	5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"KENYA"		"GOSHI ESTUARY"	-3.63796944	39.83356481	6279.53											5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDIA"	"TAMIL NADU"	"CUDDALORE, DEVANAMKUPPAM"	11.7385	79.78805556	2001.354									7	1000	5														1
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDIA"	"TAMIL NADU"	"NAGAPATTINAM, HARBOR"	10.76163889	79.85072222	1949.222									12	2000	5														1
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"SRI LANKA"		"NALAVELI"	8.706572	81.18847	1728.995									4.1	80	4														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"SRI LANKA"		"NONAGAMA"	6.09375	80.98835	1677.466									8.71		4														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"SRI LANKA"		"KALUTARA"	6.60845	79.948	1800.953									3.87		5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"MAURITIUS"		"GRAND BAIE, RODRIGUES"	-19.6748	63.4491	4362.165									1.99	451	5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"MAURITIUS"		"BELLE MARE"	-20.1604	57.7589	4905.631									1.34		5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"YEMEN"		"BEDHOOLA"	12.32917	54.00726	4714.814									3.37	10.4	5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"YEMEN"		"ABADHAR"	12.35276	54.06333	4709.179									2.81	18.8	5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"MALDIVES"		"NORTH MALE ATOLL, FISH FACTORY"	4.249	73.537	2480.991									1.5	10	4														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"SRI LANKA"		"WELIGAMA/KAMBURUGAMU"	5.972	80.431	1736.116									4		4														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDONESIA"	"ACEH"	"DEUDAP ISLAND"	5.602	95.14	264.916									10.7		5										2		2		2
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDONESIA"	"ACEH"	"BANDA ACEH"	5.53391667	95.28136111	253.36									6.1		5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDONESIA"	"ACEH"	"BANDA ACEH"	5.56194444	95.30555556	255.709									8.1		5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"THAILAND"	"PHANG NGA"	"NAM KHEM"	8.84783333	98.27536111	667.853									0.8		5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"THAILAND"	"PHANG NGA"	"NAM KHEM"	8.85013889	98.27152778	667.916									8.5		5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDONESIA"	"NORTH SUMATRA"	"SOUTH OF SIBOLGA, SUMATRA"	1.664	98.826	377.641									1.5		5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"GHANA"		"TAKORADI"	4.88	-1.74	10828.108	27	1	38	24	39	28	0	15	0.21		2		"F"												
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"MADAGASCAR"		"MANAFIAFY (SAINTE LUCE)"	-24.7765	47.19987	6105.935									3.1	34	5			1	1										
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"MADAGASCAR"		"BETANTY"	-25.56817	45.53433	6294.81									2.3	30	5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDIA"	"ANDHRA PRADESH"	"ADDANKI (SINGRAIKONDA)"	15.8167	79.9833	2221.241											1														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"MALDIVES"		"EYDHAFUSHI, BAA"	5.10177	73.07245	2536.74									2	178	4														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"MALDIVES"		"EYDHAFUSHI, BAA"	5.10302	73.07147	2536.857									1.61	175	4														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"OMAN"		"SADAH"	17.049483	55.072883	4705.715									1.3	13	4														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"OMAN"		"RU"	20.46554	58.78273	4443.792									1.3	143	5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"MADAGASCAR"		"MANANJARY"	-21.26137	48.34547	5847.141									2.2	43	5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDONESIA"	"ACEH"	"PULAU BREUH, SUMATRA"	5.68131	95.06303	275.894									21.1	421.3	4														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDONESIA"	"NORTH SUMATRA"	"LHOK LEUPUNG, SUMATRA"	4.69064	95.53565	156.064									15.7	632.4	4														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"MALDIVES"		"VILUFUSHI, THAA"	2.50444	73.30935	2507.987									3.67	4	4														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDIA"	"TAMIL NADU"	"PERIAKALAPET"	12.02573333	79.8648	2008.288									2.63		5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"SOMALIA"		"XAAFUUN"	10.42105	51.25939	4985.954									4.24	64.3	4														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDONESIA"	"ACEH"	"LANGI FIELD, SUMATRA"	2.8258	95.74737	55.486									3	441.4	4														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDONESIA"	"ACEH"	"BUSUNG, SUMATRA"	2.38467	96.33572	116.078									4.1	130	5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"MALDIVES"		"KANDHOLHUDHOO, RAA"	5.61803	72.85578	2564.809									3.13	61	4														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"TANZANIA"		"ZANZIBAR"	-6.15	39.18	6385.933	26	10	40	9	41				0.36		2		"R"												
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDIA"	"ANDAMAN AND NICOBAR"	"SOUTH ANDAMAN"	11.49045	92.71111667	968.234									2.46		5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"MAURITIUS"		"ANSE-AUX-ANGLAIS, RODRIGUES"	-19.6751	63.4328	4363.631									1.72		4														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDIA"	"TAMIL NADU"	"NAGAPATTINAM"	10.77	79.83	1951.669									5	1000	5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDIA"	"KERALA"	"ALLAPPAD"	9.0833	76.4833	2235.661											1			130	3								1		
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDIA"	"TAMIL NADU"	"CUDDALORE, MELAMANAKUDI"	11.75	79.75	2005.634											1			150	3						1				
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"OMAN"		"RAYSUT"	16.9375	54.00655	4813.001									2.5		4														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"OMAN"		"SALALAH"	17.0001	54.109033	4804.016									2.67	13	5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"OMAN"		"MIRBAT"	16.986133	54.687217	4743.847									1.73	22	5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"OMAN"		"MURGHSAIL"	16.87815	53.771967	4835.788									2.88	9	5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"OMAN"		"AL SHUAAYR"	19.50029	57.71287	4513.955									2.4	42	5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"SOMALIA"		"XAAFUUN"	10.42185	51.25931	4985.972									3.43	149.8	4														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDONESIA"	"ACEH"	"PULAU SALAUT, SUMATRA"	2.98483	95.39325	62.959									6.5	124.5	4														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDONESIA"	"ACEH"	"PULAU SALAUT, SUMATRA"	2.98473	95.39311	62.978									4.9	161.9	4														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDONESIA"	"ACEH"	"LANGI FIELD, SUMATRA"	2.82765	95.74719	55.29									7.8	234.9	4														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDONESIA"	"ACEH"	"ALUS ALUS, SUMATRA"	2.34927	96.37575	121.624									1.1	100.2	5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDONESIA"	"NORTH SUMATRA"	"HUMANGA BEACH, SUMATRA"	1.48436	97.34708	261.908									0.9	38.8	5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"ANTARCTICA"		"MAWSON STATION (AUSTRALIA)"	-67.6	62.87	8279.479	26	13	10	12	11				0.43		2		"R"												
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"MADAGASCAR"		"SOANIERANA-IVONGO"	-16.92005	49.587	5555.103									1.3	12	5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"MADAGASCAR"		"AMPASIMASAY"	-24.32108	47.34549	6072.337									3.2	29	5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"MADAGASCAR"		"BETANTY"	-25.56508	45.53881	6294.262									4.8	37	5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"MADAGASCAR"		"MANANJARY"	-21.24501	48.34824	5846.198									1	68	5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDIA"	"MAHARASHTRA"	"KELSHI"	17.9203	73.0548	2965.448									2.2		5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDIA"	"ANDAMAN AND NICOBAR"	"NETAJI NAGAR (3), LITTLE ANDAMAN"	10.63344444	92.55172222	887.612									6.8	166	5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"SRI LANKA"		"ALL OF SRI LANKA"												12.5		5			35322	4					1316.5	4	65275	4	38561	4
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"IRAN"		"BIR DAF"	25.4033	59.81385	4563.76									4.43	35	5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.557	95.284	255.759									12.5		5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.435	95.234	244.216									21.7		5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.476	95.236	248.508									22.5		5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.314	95.24	231.213									25.2		5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.5	95.227	251.334									26.8		5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.46	95.246	246.502									29.8		5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.562	95.344	254.733									2.9		5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.59	95.392	256.635									4.5		5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.477	95.265	247.746									4.9		5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.531	95.288	252.864									6.6		5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.598	95.39	257.546									6.6		5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.575	95.325	256.609									6.8		5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.488	95.267	248.861									7		5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.575	95.342	256.184									7.5		5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.481	95.244	248.796									7.8		5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.573	95.328	256.317									7.9		5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.595	95.371	257.652									8		5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.48	95.243	248.72									8.1		5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.562	95.317	255.415									8.2		5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.514	95.27	251.551									8.2		5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.533	95.294	252.913									8.2		5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.546	95.298	254.199									8.5		5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.49	95.264	249.162									8.9		5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.541	95.305	253.475									9.6		5														
	2004	12	26	0	58	53.4	4	1	2439	9.1			"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.584	95.347	257.032									10.4		5														
